54.65799818,-1.656488052
54.65789131,-1.656829968
54.65755083,-1.657189348
54.65730867,-1.65736189
54.65793974,-1.658069618
54.88209123,-1.604708708
54.88176819,-1.604852147
54.8814456,-1.605135857
54.88123069,-1.605371752
54.88090749,-1.605468425
54.54783177,-1.736470506
54.54758943,-1.736611195
54.54734699,-1.736705508
54.54695148,-1.736661676
54.70940199,-1.69696568
54.70921285,-1.696796366
54.84276816,-1.343489767
54.84254343,-1.343477842
54.84261776,-1.343928215
54.84318165,-1.341848009
54.84276897,-1.341979296
54.8429805,-1.341212837
54.61958331,-1.593705369
54.8771381,-1.567291355
54.87600696,-1.567615152
54.73467599,-1.52214203
54.63064674,-1.585942927
54.6308187,-1.586297461
54.63103617,-1.586821934
54.8353508,-1.356283161
54.65840282,-1.556844655
54.65861668,-1.556346296
54.75852394,-1.331349502
54.75725961,-1.335130747
54.75849975,-1.33512597
54.75931317,-2.228894125
54.7584211,-2.230163287
54.84382704,-1.336589697
54.88330038,-1.606240007
54.65884864,-1.45260993
54.80213557,-1.414741727
54.85059835,-1.837979397
54.85063388,-1.837667766
54.85051665,-1.837356748
54.8504713,-1.837045443
54.85068709,-1.837138021
54.634993,-1.715830215
54.63508446,-1.716511226
54.63530173,-1.717191368
54.63546306,-1.717004344
54.63570631,-1.717266024
54.63590474,-1.717574495
54.63612186,-1.718192688
54.63526684,-1.71764088
54.63499652,-1.717332912
54.63478066,-1.717256948
54.63516878,-1.717982383
54.82859628,-1.345151729
54.828571,-1.345463463
54.82852783,-1.345791052
54.82875022,-1.345367167
54.82893539,-1.344710383
54.70940397,-1.697757202
54.70960031,-1.697212529
54.70967321,-1.697615518
54.63039485,-1.585868032
54.84783254,-1.593083041
54.84355175,-1.608511043
54.84800206,-1.590044496
54.84697201,-1.591051613
54.74159535,-1.517509536
54.74179925,-1.516808137
54.74153553,-1.518286882
54.74133827,-1.51839795
54.74120551,-1.5189121
54.74109958,-1.519394864
54.74101113,-1.519753158
54.74087794,-1.520158577
54.74052944,-1.520659729
54.74037894,-1.521236199
54.74016444,-1.521533839
54.73994944,-1.521707224
54.84433329,-1.345426483
54.84437486,-1.344802917
54.8439726,-1.345198736
54.70817147,-1.697223164
54.70790059,-1.696713028
54.70767624,-1.696838858
54.70735409,-1.697384443
54.84319582,-1.341147043
54.62397063,-1.710083564
54.72206618,-1.510491077
54.72248093,-1.510827642
54.7227688,-1.510901805
54.72307483,-1.511022328
54.72345307,-1.511219613
54.72368802,-1.511542831
54.72391406,-1.511881687
54.72414895,-1.512189387
54.72444705,-1.512573964
54.7246279,-1.512851268
54.72489886,-1.5131896
54.72518791,-1.513558773
54.72539584,-1.513866815
54.72566673,-1.514189634
54.72578542,-1.514654017
54.72600208,-1.514899858
54.82951615,-1.337462496
54.6273513,-1.646383929
54.62728663,-1.645780415
54.64178202,-1.681307524
54.64211427,-1.681211959
54.64209467,-1.680592325
54.64221035,-1.680157566
54.64214618,-1.679677734
54.63543953,-1.71847626
54.63498099,-1.718386473
54.63492823,-1.718882579
54.63488408,-1.719223706
54.63516292,-1.719330231
54.63542392,-1.719498848
54.63562145,-1.719420029
54.63571944,-1.719047541
54.63588986,-1.718906937
54.63467685,-1.718992754
54.63450586,-1.71888549
54.65952926,-1.657668748
54.65962035,-1.658102021
54.65972495,-1.656954039
54.65949016,-1.656552981
54.76129983,-1.319850444
54.78706844,-1.59118942
54.78641855,-1.590340729
54.78622874,-1.590016101
54.78593014,-1.589412682
54.7856955,-1.589119615
54.78539732,-1.588640603
54.78529674,-1.588128491
54.78501727,-1.587866991
54.78516908,-1.587585559
54.78576481,-1.588356982
54.78593645,-1.588619584
54.78618864,-1.588788074
54.78644147,-1.589143157
